date,hour,birth_year,sex,province,city,fp_num
2020-01-01,9,20,female,Seoul,Gangdong-gu,27500
2020-01-01,9,20,male,Seoul,Gangdong-gu,29890
2020-01-01,9,20,female,Seoul,Gangnam-gu,43340
2020-01-01,9,20,male,Seoul,Gangnam-gu,41350
2020-01-01,9,20,female,Seoul,Gangseo-gu,38830
2020-01-01,9,20,male,Seoul,Gangseo-gu,38580
2020-01-01,9,20,female,Seoul,Geumcheon-gu,15490
2020-01-01,9,20,male,Seoul,Geumcheon-gu,17610
2020-01-01,9,20,female,Seoul,Guro-gu,26510
2020-01-01,9,20,male,Seoul,Guro-gu,27960
2020-01-01,9,20,female,Seoul,Gwanak-gu,41170
2020-01-01,9,20,male,Seoul,Gwanak-gu,44420
2020-01-01,9,20,female,Seoul,Gwangjin-gu,29440
2020-01-01,9,20,male,Seoul,Gwangjin-gu,29470
2020-01-01,9,20,female,Seoul,Jongno-gu,15760
2020-01-01,9,20,male,Seoul,Jongno-gu,16200
2020-01-01,9,20,female,Seoul,Jung-gu,13440
2020-01-01,9,20,male,Seoul,Jung-gu,13120
2020-01-01,9,20,female,Seoul,Jungnang-gu,24840
2020-01-01,9,20,male,Seoul,Jungnang-gu,26280
2020-01-01,9,20,female,Seoul,Mapo-gu,30590
2020-01-01,9,20,male,Seoul,Mapo-gu,28700
2020-01-01,9,20,female,Seoul,Nowon-gu,33560
2020-01-01,9,20,male,Seoul,Nowon-gu,37480
2020-01-01,9,20,female,Seoul,Seocho-gu,30240
2020-01-01,9,20,male,Seoul,Seocho-gu,28660
2020-01-01,9,20,female,Seoul,Seodaemun-gu,24930
2020-01-01,9,20,male,Seoul,Seodaemun-gu,24250
2020-01-01,9,20,female,Seoul,Seongbuk-gu,30320
2020-01-01,9,20,male,Seoul,Seongbuk-gu,30520
2020-01-01,9,20,female,Seoul,Seongdong-gu,20120
2020-01-01,9,20,male,Seoul,Seongdong-gu,21750
2020-01-01,9,20,female,Seoul,Songpa-gu,44640
2020-01-01,9,20,male,Seoul,Songpa-gu,44750
2020-01-01,9,20,female,Seoul,Yangcheon-gu,27720
2020-01-01,9,20,male,Seoul,Yangcheon-gu,30650
2020-01-01,9,20,female,Seoul,Yeongdeungpo-gu,28790
2020-01-01,9,20,male,Seoul,Yeongdeungpo-gu,28710
2020-01-01,9,20,female,Seoul,Yongsan-gu,17340
2020-01-01,9,20,male,Seoul,Yongsan-gu,16670
2020-01-01,10,20,female,Seoul,Dobong-gu,20090
2020-01-01,10,20,male,Seoul,Dobong-gu,21820
2020-01-01,10,20,female,Seoul,Dongdaemun-gu,25060
2020-01-01,10,20,male,Seoul,Dongdaemun-gu,27410
2020-01-01,10,20,female,Seoul,Dongjag-gu,29100
2020-01-01,10,20,male,Seoul,Dongjag-gu,31440
2020-01-01,10,20,female,Seoul,Eunpyeong-gu,27960
2020-01-01,10,20,male,Seoul,Eunpyeong-gu,28360
2020-01-01,10,20,female,Seoul,Gangbuk-gu,18480
2020-01-01,10,20,male,Seoul,Gangbuk-gu,20200
2020-01-01,10,20,female,Seoul,Gangdong-gu,27070
2020-01-01,10,20,male,Seoul,Gangdong-gu,29890
2020-01-01,10,20,female,Seoul,Gangnam-gu,44530
2020-01-01,10,20,male,Seoul,Gangnam-gu,42350
2020-01-01,10,20,female,Seoul,Gangseo-gu,38970
2020-01-01,10,20,male,Seoul,Gangseo-gu,38690
2020-01-01,10,20,female,Seoul,Geumcheon-gu,15560
2020-01-01,10,20,male,Seoul,Geumcheon-gu,17730
2020-01-01,10,20,female,Seoul,Guro-gu,26690
2020-01-01,10,20,male,Seoul,Guro-gu,28060
2020-01-01,10,20,female,Seoul,Gwanak-gu,40840
2020-01-01,10,20,male,Seoul,Gwanak-gu,44110
2020-01-01,10,20,female,Seoul,Gwangjin-gu,29070
2020-01-01,10,20,male,Seoul,Gwangjin-gu,29210
2020-01-01,10,20,female,Seoul,Jongno-gu,16430
2020-01-01,10,20,male,Seoul,Jongno-gu,16700
2020-01-01,10,20,female,Seoul,Jung-gu,14530
2020-01-01,10,20,male,Seoul,Jung-gu,13720
2020-01-01,10,20,female,Seoul,Jungnang-gu,24720
2020-01-01,10,20,male,Seoul,Jungnang-gu,26030
2020-01-01,10,20,female,Seoul,Mapo-gu,30800
2020-01-01,10,20,male,Seoul,Mapo-gu,28600
2020-01-01,10,20,female,Seoul,Nowon-gu,33540
2020-01-01,10,20,male,Seoul,Nowon-gu,37310
2020-01-01,10,20,female,Seoul,Seocho-gu,30710
2020-01-01,10,20,male,Seoul,Seocho-gu,29040
2020-01-01,10,20,female,Seoul,Seodaemun-gu,25060
2020-01-01,10,20,male,Seoul,Seodaemun-gu,24410
2020-01-01,10,20,female,Seoul,Seongbuk-gu,30040
2020-01-01,10,20,male,Seoul,Seongbuk-gu,30540
2020-01-01,10,20,female,Seoul,Seongdong-gu,20110
2020-01-01,10,20,male,Seoul,Seongdong-gu,21960
2020-01-01,10,20,female,Seoul,Songpa-gu,45250
2020-01-01,10,20,male,Seoul,Songpa-gu,45190
2020-01-01,10,20,female,Seoul,Yangcheon-gu,27510
2020-01-01,10,20,male,Seoul,Yangcheon-gu,30420
2020-01-01,10,20,female,Seoul,Yeongdeungpo-gu,28880
2020-01-01,10,20,male,Seoul,Yeongdeungpo-gu,29070
2020-01-01,10,20,female,Seoul,Yongsan-gu,17580
2020-01-01,10,20,male,Seoul,Yongsan-gu,16560
2020-01-01,11,20,female,Seoul,Dobong-gu,19710
2020-01-01,11,20,male,Seoul,Dobong-gu,21580
2020-01-01,11,20,female,Seoul,Dongdaemun-gu,24710
2020-01-01,11,20,male,Seoul,Dongdaemun-gu,27330
2020-01-01,11,20,female,Seoul,Dongjag-gu,29320
2020-01-01,11,20,male,Seoul,Dongjag-gu,31550
2020-01-01,11,20,female,Seoul,Eunpyeong-gu,27490
2020-01-01,11,20,male,Seoul,Eunpyeong-gu,28020
2020-01-01,11,20,female,Seoul,Gangbuk-gu,18470
2020-01-01,11,20,male,Seoul,Gangbuk-gu,20090
2020-01-01,11,20,female,Seoul,Gangdong-gu,26640
2020-01-01,11,20,male,Seoul,Gangdong-gu,29630
2020-01-01,11,20,female,Seoul,Gangnam-gu,45570
2020-01-01,11,20,male,Seoul,Gangnam-gu,43240
2020-01-01,11,20,female,Seoul,Gangseo-gu,38770
2020-01-01,11,20,male,Seoul,Gangseo-gu,38440
2020-01-01,11,20,female,Seoul,Geumcheon-gu,15530
2020-01-01,11,20,male,Seoul,Geumcheon-gu,17830
2020-01-01,11,20,female,Seoul,Guro-gu,26370
2020-01-01,11,20,male,Seoul,Guro-gu,27920
2020-01-01,11,20,female,Seoul,Gwanak-gu,40280
2020-01-01,11,20,male,Seoul,Gwanak-gu,43570
2020-01-01,11,20,female,Seoul,Gwangjin-gu,29080
2020-01-01,11,20,male,Seoul,Gwangjin-gu,29240
2020-01-01,11,20,female,Seoul,Jongno-gu,17640
2020-01-01,11,20,male,Seoul,Jongno-gu,17670
2020-01-01,11,20,female,Seoul,Jung-gu,15780
2020-01-01,11,20,male,Seoul,Jung-gu,14790
2020-01-01,11,20,female,Seoul,Jungnang-gu,24390
2020-01-01,11,20,male,Seoul,Jungnang-gu,25940
2020-01-01,11,20,female,Seoul,Mapo-gu,31690
2020-01-01,11,20,male,Seoul,Mapo-gu,29430
2020-01-01,11,20,female,Seoul,Nowon-gu,33380
2020-01-01,11,20,male,Seoul,Nowon-gu,37180
2020-01-01,11,20,female,Seoul,Seocho-gu,31360
2020-01-01,11,20,male,Seoul,Seocho-gu,29320
2020-01-01,11,20,female,Seoul,Seodaemun-gu,25110
2020-01-01,11,20,male,Seoul,Seodaemun-gu,24330
2020-01-01,11,20,female,Seoul,Seongbuk-gu,29570
2020-01-01,11,20,male,Seoul,Seongbuk-gu,30210
2020-01-01,11,20,female,Seoul,Seongdong-gu,20030
2020-01-01,11,20,male,Seoul,Seongdong-gu,21740
2020-01-01,11,20,female,Seoul,Songpa-gu,45730
2020-01-01,11,20,male,Seoul,Songpa-gu,45530
2020-01-01,11,20,female,Seoul,Yangcheon-gu,27100
2020-01-01,11,20,male,Seoul,Yangcheon-gu,30080
2020-01-01,11,20,female,Seoul,Yeongdeungpo-gu,29150
2020-01-01,11,20,male,Seoul,Yeongdeungpo-gu,29540
2020-01-01,11,20,female,Seoul,Yongsan-gu,18020
2020-01-01,11,20,male,Seoul,Yongsan-gu,17060
2020-01-01,12,20,female,Seoul,Dobong-gu,19230
2020-01-01,12,20,male,Seoul,Dobong-gu,21200
2020-01-01,12,20,female,Seoul,Dongdaemun-gu,24420
2020-01-01,12,20,male,Seoul,Dongdaemun-gu,27210
2020-01-01,12,20,female,Seoul,Dongjag-gu,29320
2020-01-01,12,20,male,Seoul,Dongjag-gu,31650
2020-01-01,12,20,female,Seoul,Eunpyeong-gu,27110
2020-01-01,12,20,male,Seoul,Eunpyeong-gu,27620
2020-01-01,12,20,female,Seoul,Gangbuk-gu,18260
2020-01-01,12,20,male,Seoul,Gangbuk-gu,20080
2020-01-01,12,20,female,Seoul,Gangdong-gu,26050
2020-01-01,12,20,male,Seoul,Gangdong-gu,29080
2020-01-01,12,20,female,Seoul,Gangnam-gu,46670
2020-01-01,12,20,male,Seoul,Gangnam-gu,43930
2020-01-01,12,20,female,Seoul,Gangseo-gu,38330
2020-01-01,12,20,male,Seoul,Gangseo-gu,38220
2020-01-01,12,20,female,Seoul,Geumcheon-gu,15400
2020-01-01,12,20,male,Seoul,Geumcheon-gu,17630
2020-01-01,12,20,female,Seoul,Guro-gu,26550
2020-01-01,12,20,male,Seoul,Guro-gu,27950
2020-01-01,12,20,female,Seoul,Gwanak-gu,39770
2020-01-01,12,20,male,Seoul,Gwanak-gu,43370
2020-01-01,12,20,female,Seoul,Gwangjin-gu,29140
2020-01-01,12,20,male,Seoul,Gwangjin-gu,29590
2020-01-01,12,20,female,Seoul,Jongno-gu,19550
2020-01-01,12,20,male,Seoul,Jongno-gu,18850
2020-01-01,12,20,female,Seoul,Jung-gu,16970
2020-01-01,12,20,male,Seoul,Jung-gu,15600
2020-01-01,12,20,female,Seoul,Jungnang-gu,24310
2020-01-01,12,20,male,Seoul,Jungnang-gu,25740
2020-01-01,12,20,female,Seoul,Mapo-gu,33330
2020-01-01,12,20,male,Seoul,Mapo-gu,30580
2020-01-01,12,20,female,Seoul,Nowon-gu,33090
2020-01-01,12,20,male,Seoul,Nowon-gu,37090
2020-01-01,12,20,female,Seoul,Seocho-gu,32330
2020-01-01,12,20,male,Seoul,Seocho-gu,30020
2020-01-01,12,20,female,Seoul,Seodaemun-gu,25220
2020-01-01,12,20,male,Seoul,Seodaemun-gu,24350
2020-01-01,12,20,female,Seoul,Seongbuk-gu,29150
2020-01-01,12,20,male,Seoul,Seongbuk-gu,30210
2020-01-01,12,20,female,Seoul,Seongdong-gu,19890
2020-01-01,12,20,male,Seoul,Seongdong-gu,21620
2020-01-01,12,20,female,Seoul,Songpa-gu,46360
2020-01-01,12,20,male,Seoul,Songpa-gu,46030
2020-01-01,12,20,female,Seoul,Yangcheon-gu,26860
2020-01-01,12,20,male,Seoul,Yangcheon-gu,29840
2020-01-01,12,20,female,Seoul,Yeongdeungpo-gu,29130
2020-01-01,12,20,male,Seoul,Yeongdeungpo-gu,29680
2020-01-01,12,20,female,Seoul,Yongsan-gu,18290
2020-01-01,12,20,male,Seoul,Yongsan-gu,17370
2020-01-01,13,20,female,Seoul,Dobong-gu,18840
2020-01-01,13,20,male,Seoul,Dobong-gu,20960
2020-01-01,13,20,female,Seoul,Dongdaemun-gu,24060
2020-01-01,13,20,male,Seoul,Dongdaemun-gu,26980
2020-01-01,13,20,female,Seoul,Dongjag-gu,29290
2020-01-01,13,20,male,Seoul,Dongjag-gu,31740
2020-01-01,13,20,female,Seoul,Eunpyeong-gu,26550
2020-01-01,13,20,male,Seoul,Eunpyeong-gu,27280
2020-01-01,13,20,female,Seoul,Gangbuk-gu,18130
2020-01-01,13,20,male,Seoul,Gangbuk-gu,19920
2020-01-01,13,20,female,Seoul,Gangdong-gu,25790
2020-01-01,13,20,male,Seoul,Gangdong-gu,28980
2020-01-01,13,20,female,Seoul,Gangnam-gu,47430
2020-01-01,13,20,male,Seoul,Gangnam-gu,44710
2020-01-01,13,20,female,Seoul,Gangseo-gu,38090
2020-01-01,13,20,male,Seoul,Gangseo-gu,38360
2020-01-01,13,20,female,Seoul,Geumcheon-gu,15360
2020-01-01,13,20,male,Seoul,Geumcheon-gu,17590
2020-01-01,13,20,female,Seoul,Guro-gu,25980
2020-01-01,13,20,male,Seoul,Guro-gu,27590
2020-01-01,13,20,female,Seoul,Gwanak-gu,39290
2020-01-01,13,20,male,Seoul,Gwanak-gu,43050
2020-01-01,13,20,female,Seoul,Gwangjin-gu,29310
2020-01-01,13,20,male,Seoul,Gwangjin-gu,30150
2020-01-01,13,20,female,Seoul,Jongno-gu,21700
2020-01-01,13,20,male,Seoul,Jongno-gu,19980
2020-01-01,13,20,female,Seoul,Jung-gu,18040
2020-01-01,13,20,male,Seoul,Jung-gu,16450
2020-01-01,13,20,female,Seoul,Jungnang-gu,23780
2020-01-01,13,20,male,Seoul,Jungnang-gu,25420
2020-01-01,13,20,female,Seoul,Mapo-gu,34510
2020-01-01,13,20,male,Seoul,Mapo-gu,31270
2020-01-01,13,20,female,Seoul,Nowon-gu,32740
2020-01-01,13,20,male,Seoul,Nowon-gu,37290
2020-01-01,13,20,female,Seoul,Seocho-gu,32660
2020-01-01,13,20,male,Seoul,Seocho-gu,30540
2020-01-01,13,20,female,Seoul,Seodaemun-gu,25280
2020-01-01,13,20,male,Seoul,Seodaemun-gu,24530
2020-01-01,13,20,female,Seoul,Seongbuk-gu,28850
2020-01-01,13,20,male,Seoul,Seongbuk-gu,29930
2020-01-01,13,20,female,Seoul,Seongdong-gu,20050
2020-01-01,13,20,male,Seoul,Seongdong-gu,21610
2020-01-01,13,20,female,Seoul,Songpa-gu,47310
2020-01-01,13,20,male,Seoul,Songpa-gu,46790
2020-01-01,13,20,female,Seoul,Yangcheon-gu,26420
2020-01-01,13,20,male,Seoul,Yangcheon-gu,29500
2020-01-01,13,20,female,Seoul,Yeongdeungpo-gu,29580
2020-01-01,13,20,male,Seoul,Yeongdeungpo-gu,30120
2020-01-01,13,20,female,Seoul,Yongsan-gu,18910
2020-01-01,13,20,male,Seoul,Yongsan-gu,17640
2020-01-01,14,20,female,Seoul,Dobong-gu,18400
2020-01-01,14,20,male,Seoul,Dobong-gu,20610
2020-01-01,14,20,female,Seoul,Dongdaemun-gu,23860
2020-01-01,14,20,male,Seoul,Dongdaemun-gu,26780
2020-01-01,14,20,female,Seoul,Dongjag-gu,29170
2020-01-01,14,20,male,Seoul,Dongjag-gu,32030
2020-01-01,14,20,female,Seoul,Eunpyeong-gu,26090
2020-01-01,14,20,male,Seoul,Eunpyeong-gu,27040
2020-01-01,14,20,female,Seoul,Gangbuk-gu,17960
2020-01-01,14,20,male,Seoul,Gangbuk-gu,19900
2020-01-01,14,20,female,Seoul,Gangdong-gu,25710
2020-01-01,14,20,male,Seoul,Gangdong-gu,28850
2020-01-01,14,20,female,Seoul,Gangnam-gu,48600
2020-01-01,14,20,male,Seoul,Gangnam-gu,45840
2020-01-01,14,20,female,Seoul,Gangseo-gu,37500
2020-01-01,14,20,male,Seoul,Gangseo-gu,38050
2020-01-01,14,20,female,Seoul,Geumcheon-gu,15330
2020-01-01,14,20,male,Seoul,Geumcheon-gu,17590
2020-01-01,14,20,female,Seoul,Guro-gu,25480
2020-01-01,14,20,male,Seoul,Guro-gu,27550
2020-01-01,14,20,female,Seoul,Gwanak-gu,38830
2020-01-01,14,20,male,Seoul,Gwanak-gu,42770
2020-01-01,14,20,female,Seoul,Gwangjin-gu,29470
2020-01-01,14,20,male,Seoul,Gwangjin-gu,30560
2020-01-01,14,20,female,Seoul,Jongno-gu,23200
2020-01-01,14,20,male,Seoul,Jongno-gu,21000
2020-01-01,14,20,female,Seoul,Jung-gu,18660
2020-01-01,14,20,male,Seoul,Jung-gu,16550
2020-01-01,14,20,female,Seoul,Jungnang-gu,23310
2020-01-01,14,20,male,Seoul,Jungnang-gu,24870
2020-01-01,14,20,female,Seoul,Mapo-gu,35960
2020-01-01,14,20,male,Seoul,Mapo-gu,32450
2020-01-01,14,20,female,Seoul,Nowon-gu,32500
2020-01-01,14,20,male,Seoul,Nowon-gu,37230
2020-01-01,14,20,female,Seoul,Seocho-gu,33380
2020-01-01,14,20,male,Seoul,Seocho-gu,30940
2020-01-01,14,20,female,Seoul,Seodaemun-gu,25190
2020-01-01,14,20,male,Seoul,Seodaemun-gu,24550
2020-01-01,14,20,female,Seoul,Seongbuk-gu,28620
2020-01-01,14,20,male,Seoul,Seongbuk-gu,29690
2020-01-01,14,20,female,Seoul,Seongdong-gu,20260
2020-01-01,14,20,male,Seoul,Seongdong-gu,21710
2020-01-01,14,20,female,Seoul,Songpa-gu,47800
2020-01-01,14,20,male,Seoul,Songpa-gu,47580
2020-01-01,14,20,female,Seoul,Yangcheon-gu,26080
2020-01-01,14,20,male,Seoul,Yangcheon-gu,29330
2020-01-01,14,20,female,Seoul,Yeongdeungpo-gu,30380
2020-01-01,14,20,male,Seoul,Yeongdeungpo-gu,30210
2020-01-01,14,20,female,Seoul,Yongsan-gu,19690
2020-01-01,14,20,male,Seoul,Yongsan-gu,18110
2020-01-01,15,20,female,Seoul,Dobong-gu,18040
2020-01-01,15,20,male,Seoul,Dobong-gu,20300
2020-01-01,15,20,female,Seoul,Dongdaemun-gu,23410
2020-01-01,15,20,male,Seoul,Dongdaemun-gu,26550
2020-01-01,15,20,female,Seoul,Dongjag-gu,28780
2020-01-01,15,20,male,Seoul,Dongjag-gu,31960
2020-01-01,15,20,female,Seoul,Eunpyeong-gu,25900
2020-01-01,15,20,male,Seoul,Eunpyeong-gu,26960
2020-01-01,15,20,female,Seoul,Gangbuk-gu,17810
2020-01-01,15,20,male,Seoul,Gangbuk-gu,19680
2020-01-01,15,20,female,Seoul,Gangdong-gu,25570
2020-01-01,15,20,male,Seoul,Gangdong-gu,28670
2020-01-01,15,20,female,Seoul,Gangnam-gu,49560
2020-01-01,15,20,male,Seoul,Gangnam-gu,46790
2020-01-01,15,20,female,Seoul,Gangseo-gu,37420
2020-01-01,15,20,male,Seoul,Gangseo-gu,37730
2020-01-01,15,20,female,Seoul,Geumcheon-gu,15430
2020-01-01,15,20,male,Seoul,Geumcheon-gu,17730
2020-01-01,15,20,female,Seoul,Guro-gu,24770
2020-01-01,15,20,male,Seoul,Guro-gu,27100
2020-01-01,15,20,female,Seoul,Gwanak-gu,38630
2020-01-01,15,20,male,Seoul,Gwanak-gu,42650
2020-01-01,15,20,female,Seoul,Gwangjin-gu,29700
2020-01-01,15,20,male,Seoul,Gwangjin-gu,30890
2020-01-01,15,20,female,Seoul,Jongno-gu,24510
2020-01-01,15,20,male,Seoul,Jongno-gu,21830
2020-01-01,15,20,female,Seoul,Jung-gu,19500
2020-01-01,15,20,male,Seoul,Jung-gu,17420
2020-01-01,15,20,female,Seoul,Jungnang-gu,23250
2020-01-01,15,20,male,Seoul,Jungnang-gu,24620
2020-01-01,15,20,female,Seoul,Mapo-gu,37600
2020-01-01,15,20,male,Seoul,Mapo-gu,33750
2020-01-01,15,20,female,Seoul,Nowon-gu,32630
2020-01-01,15,20,male,Seoul,Nowon-gu,37280
2020-01-01,15,20,female,Seoul,Seocho-gu,33900
2020-01-01,15,20,male,Seoul,Seocho-gu,31210
2020-01-01,15,20,female,Seoul,Seodaemun-gu,25310
2020-01-01,15,20,male,Seoul,Seodaemun-gu,24880
2020-01-01,15,20,female,Seoul,Seongbuk-gu,28320
2020-01-01,15,20,male,Seoul,Seongbuk-gu,29600
2020-01-01,15,20,female,Seoul,Seongdong-gu,20410
2020-01-01,15,20,male,Seoul,Seongdong-gu,21950
2020-01-01,15,20,female,Seoul,Songpa-gu,49120
2020-01-01,15,20,male,Seoul,Songpa-gu,48210
2020-01-01,15,20,female,Seoul,Yangcheon-gu,25800
2020-01-01,15,20,male,Seoul,Yangcheon-gu,29170
2020-01-01,15,20,female,Seoul,Yeongdeungpo-gu,30950
2020-01-01,15,20,male,Seoul,Yeongdeungpo-gu,30750
2020-01-01,15,20,female,Seoul,Yongsan-gu,20650
2020-01-01,15,20,male,Seoul,Yongsan-gu,18470
2020-01-01,16,20,female,Seoul,Dobong-gu,17900
2020-01-01,16,20,male,Seoul,Dobong-gu,20100
2020-01-01,16,20,female,Seoul,Dongdaemun-gu,23280
2020-01-01,16,20,male,Seoul,Dongdaemun-gu,26440
2020-01-01,16,20,female,Seoul,Dongjag-gu,28580
2020-01-01,16,20,male,Seoul,Dongjag-gu,31660
2020-01-01,16,20,female,Seoul,Eunpyeong-gu,25920
2020-01-01,16,20,male,Seoul,Eunpyeong-gu,26860
2020-01-01,16,20,female,Seoul,Gangbuk-gu,17770
2020-01-01,16,20,male,Seoul,Gangbuk-gu,19700
2020-01-01,16,20,female,Seoul,Gangdong-gu,25590
2020-01-01,16,20,male,Seoul,Gangdong-gu,28730
2020-01-01,16,20,female,Seoul,Gangnam-gu,50030
2020-01-01,16,20,male,Seoul,Gangnam-gu,47170
2020-01-01,16,20,female,Seoul,Gangseo-gu,37210
2020-01-01,16,20,male,Seoul,Gangseo-gu,37880
2020-01-01,16,20,female,Seoul,Geumcheon-gu,15460
2020-01-01,16,20,male,Seoul,Geumcheon-gu,17700
2020-01-01,16,20,female,Seoul,Guro-gu,24930
2020-01-01,16,20,male,Seoul,Guro-gu,27220
2020-01-01,16,20,female,Seoul,Gwanak-gu,39060
2020-01-01,16,20,male,Seoul,Gwanak-gu,42580
2020-01-01,16,20,female,Seoul,Gwangjin-gu,30320
2020-01-01,16,20,male,Seoul,Gwangjin-gu,31190
2020-01-01,16,20,female,Seoul,Jongno-gu,24940
2020-01-01,16,20,male,Seoul,Jongno-gu,22150
2020-01-01,16,20,female,Seoul,Jung-gu,19890
2020-01-01,16,20,male,Seoul,Jung-gu,17670
2020-01-01,16,20,female,Seoul,Jungnang-gu,23320
2020-01-01,16,20,male,Seoul,Jungnang-gu,24630
2020-01-01,16,20,female,Seoul,Mapo-gu,39150
2020-01-01,16,20,male,Seoul,Mapo-gu,34860
2020-01-01,16,20,female,Seoul,Nowon-gu,32840
2020-01-01,16,20,male,Seoul,Nowon-gu,37560
2020-01-01,16,20,female,Seoul,Seocho-gu,33990
2020-01-01,16,20,male,Seoul,Seocho-gu,31880
2020-01-01,16,20,female,Seoul,Seodaemun-gu,25710
2020-01-01,16,20,male,Seoul,Seodaemun-gu,25180
2020-01-01,16,20,female,Seoul,Seongbuk-gu,28330
2020-01-01,16,20,male,Seoul,Seongbuk-gu,29380
2020-01-01,16,20,female,Seoul,Seongdong-gu,20570
2020-01-01,16,20,male,Seoul,Seongdong-gu,22310
2020-01-01,16,20,female,Seoul,Songpa-gu,49640
2020-01-01,16,20,male,Seoul,Songpa-gu,48840
2020-01-01,16,20,female,Seoul,Yangcheon-gu,25730
2020-01-01,16,20,male,Seoul,Yangcheon-gu,29210
2020-01-01,16,20,female,Seoul,Yeongdeungpo-gu,31540
2020-01-01,16,20,male,Seoul,Yeongdeungpo-gu,31140
2020-01-01,16,20,female,Seoul,Yongsan-gu,20420
2020-01-01,16,20,male,Seoul,Yongsan-gu,18390
2020-01-01,17,20,female,Seoul,Dobong-gu,17870
2020-01-01,17,20,male,Seoul,Dobong-gu,20010
2020-01-01,17,20,female,Seoul,Dongdaemun-gu,23570
2020-01-01,17,20,male,Seoul,Dongdaemun-gu,26630
2020-01-01,17,20,female,Seoul,Dongjag-gu,28760
2020-01-01,17,20,male,Seoul,Dongjag-gu,31770
2020-01-01,17,20,female,Seoul,Eunpyeong-gu,26120
2020-01-01,17,20,male,Seoul,Eunpyeong-gu,26730
2020-01-01,17,20,female,Seoul,Gangbuk-gu,18080
2020-01-01,17,20,male,Seoul,Gangbuk-gu,19660
2020-01-01,17,20,female,Seoul,Gangdong-gu,25790
2020-01-01,17,20,male,Seoul,Gangdong-gu,28830
2020-01-01,17,20,female,Seoul,Gangnam-gu,50530
2020-01-01,17,20,male,Seoul,Gangnam-gu,47540
2020-01-01,17,20,female,Seoul,Gangseo-gu,37550
2020-01-01,17,20,male,Seoul,Gangseo-gu,38050
2020-01-01,17,20,female,Seoul,Geumcheon-gu,15590
2020-01-01,17,20,male,Seoul,Geumcheon-gu,17800
2020-01-01,17,20,female,Seoul,Guro-gu,25320
2020-01-01,17,20,male,Seoul,Guro-gu,27320
2020-01-01,17,20,female,Seoul,Gwanak-gu,39500
2020-01-01,17,20,male,Seoul,Gwanak-gu,42780
2020-01-01,17,20,female,Seoul,Gwangjin-gu,30880
2020-01-01,17,20,male,Seoul,Gwangjin-gu,31580
2020-01-01,17,20,female,Seoul,Jongno-gu,24770
2020-01-01,17,20,male,Seoul,Jongno-gu,21910
2020-01-01,17,20,female,Seoul,Jung-gu,19310
2020-01-01,17,20,male,Seoul,Jung-gu,17960
2020-01-01,17,20,female,Seoul,Jungnang-gu,23410
2020-01-01,17,20,male,Seoul,Jungnang-gu,24420
2020-01-01,17,20,female,Seoul,Mapo-gu,40130
2020-01-01,17,20,male,Seoul,Mapo-gu,35820
2020-01-01,17,20,female,Seoul,Nowon-gu,33440
2020-01-01,17,20,male,Seoul,Nowon-gu,37940
2020-01-01,17,20,female,Seoul,Seocho-gu,34070
2020-01-01,17,20,male,Seoul,Seocho-gu,32100
2020-01-01,17,20,female,Seoul,Seodaemun-gu,25650
2020-01-01,17,20,male,Seoul,Seodaemun-gu,25190
2020-01-01,17,20,female,Seoul,Seongbuk-gu,28140
2020-01-01,17,20,male,Seoul,Seongbuk-gu,29340
2020-01-01,17,20,female,Seoul,Seongdong-gu,20520
2020-01-01,17,20,male,Seoul,Seongdong-gu,22440
2020-01-01,17,20,female,Seoul,Songpa-gu,49800
2020-01-01,17,20,male,Seoul,Songpa-gu,48900
2020-01-01,17,20,female,Seoul,Yangcheon-gu,25930
2020-01-01,17,20,male,Seoul,Yangcheon-gu,29520
2020-01-01,17,20,female,Seoul,Yeongdeungpo-gu,31420
2020-01-01,17,20,male,Seoul,Yeongdeungpo-gu,30900
2020-01-01,17,20,female,Seoul,Yongsan-gu,20640
2020-01-01,17,20,male,Seoul,Yongsan-gu,18520
2020-01-01,18,20,female,Seoul,Dobong-gu,18200
2020-01-01,18,20,male,Seoul,Dobong-gu,20020
2020-01-01,18,20,female,Seoul,Dongdaemun-gu,23730
2020-01-01,18,20,male,Seoul,Dongdaemun-gu,26540
2020-01-01,18,20,female,Seoul,Dongjag-gu,29240
2020-01-01,18,20,male,Seoul,Dongjag-gu,32120
2020-01-01,18,20,female,Seoul,Eunpyeong-gu,26350
2020-01-01,18,20,male,Seoul,Eunpyeong-gu,26810
2020-01-01,18,20,female,Seoul,Gangbuk-gu,18400
2020-01-01,18,20,male,Seoul,Gangbuk-gu,20100
2020-01-01,18,20,female,Seoul,Gangdong-gu,26220
2020-01-01,18,20,male,Seoul,Gangdong-gu,29150
2020-01-01,18,20,female,Seoul,Gangnam-gu,49950
2020-01-01,18,20,male,Seoul,Gangnam-gu,47210
2020-01-01,18,20,female,Seoul,Gangseo-gu,37670
2020-01-01,18,20,male,Seoul,Gangseo-gu,38040
2020-01-01,18,20,female,Seoul,Geumcheon-gu,15460
2020-01-01,18,20,male,Seoul,Geumcheon-gu,17760
2020-01-01,18,20,female,Seoul,Guro-gu,25620
2020-01-01,18,20,male,Seoul,Guro-gu,27180
2020-01-01,18,20,female,Seoul,Gwanak-gu,40170
2020-01-01,18,20,male,Seoul,Gwanak-gu,43180
2020-01-01,18,20,female,Seoul,Gwangjin-gu,31490
